Timestamp,Prediction 1,Prediction 2,Prediction 3,Alert
02:07:03,neck brace (7.0%),potter's wheel (5.2%),"shoe shop, shoe-shop, shoe store (5.1%)",SAFE
02:07:03,neck brace (6.8%),potter's wheel (5.1%),stretcher (3.9%),SAFE
02:07:03,neck brace (5.3%),potter's wheel (5.1%),stretcher (2.9%),SAFE
02:07:04,"prayer rug, prayer mat (5.1%)",neck brace (5.0%),potter's wheel (4.2%),SAFE
02:07:04,neck brace (19.6%),stretcher (15.3%),potter's wheel (3.7%),SAFE
02:07:04,neck brace (23.9%),stretcher (11.6%),"shoe shop, shoe-shop, shoe store (5.2%)",SAFE
02:07:05,neck brace (20.5%),stretcher (10.7%),potter's wheel (6.7%),SAFE
02:07:05,neck brace (22.9%),stretcher (10.7%),"shoe shop, shoe-shop, shoe store (5.6%)",SAFE
02:07:05,neck brace (21.1%),stretcher (8.9%),potter's wheel (6.8%),SAFE
02:07:08,neck brace (14.6%),"shoe shop, shoe-shop, shoe store (7.3%)",potter's wheel (6.2%),SAFE
02:07:08,"shoe shop, shoe-shop, shoe store (8.4%)",potter's wheel (7.8%),neck brace (7.5%),SAFE
02:07:09,"shoe shop, shoe-shop, shoe store (14.5%)",neck brace (11.2%),potter's wheel (9.5%),SAFE
02:07:09,"shoe shop, shoe-shop, shoe store (19.2%)",neck brace (11.4%),potter's wheel (8.1%),SAFE
02:07:09,neck brace (17.4%),"shoe shop, shoe-shop, shoe store (10.3%)",go-kart (6.8%),SAFE
02:07:09,neck brace (23.2%),stretcher (7.4%),go-kart (6.8%),SAFE
02:07:10,neck brace (24.7%),"shoe shop, shoe-shop, shoe store (5.7%)",stretcher (5.5%),SAFE
02:07:10,neck brace (23.9%),"shoe shop, shoe-shop, shoe store (6.6%)",stretcher (5.4%),SAFE
02:07:10,neck brace (26.3%),stretcher (5.3%),"shoe shop, shoe-shop, shoe store (4.8%)",SAFE
02:07:10,neck brace (21.8%),potter's wheel (6.0%),"shoe shop, shoe-shop, shoe store (5.7%)",SAFE
02:07:11,neck brace (19.9%),"shoe shop, shoe-shop, shoe store (6.0%)",stretcher (4.9%),SAFE
02:07:11,neck brace (23.1%),stretcher (5.3%),"shoe shop, shoe-shop, shoe store (5.0%)",SAFE
02:07:11,neck brace (21.2%),stretcher (4.6%),"shoe shop, shoe-shop, shoe store (4.5%)",SAFE
02:07:12,neck brace (20.6%),potter's wheel (6.1%),stretcher (5.0%),SAFE
02:07:12,neck brace (14.8%),"shoe shop, shoe-shop, shoe store (6.6%)",potter's wheel (6.6%),SAFE
02:07:12,neck brace (16.1%),potter's wheel (6.1%),stretcher (5.0%),SAFE
02:07:12,neck brace (21.1%),potter's wheel (6.0%),stretcher (5.1%),SAFE
02:07:13,neck brace (20.3%),potter's wheel (7.9%),stretcher (4.9%),SAFE
02:07:13,neck brace (17.8%),potter's wheel (9.7%),stretcher (4.9%),SAFE
02:07:13,neck brace (17.0%),potter's wheel (10.6%),oxygen mask (4.1%),SAFE
02:07:13,neck brace (15.7%),potter's wheel (10.1%),stretcher (4.3%),SAFE
02:07:14,neck brace (16.9%),potter's wheel (9.2%),oxygen mask (4.5%),SAFE
02:07:14,potter's wheel (19.6%),neck brace (11.1%),oxygen mask (3.7%),SAFE
02:07:14,neck brace (16.9%),potter's wheel (8.2%),oxygen mask (3.6%),SAFE
02:07:14,neck brace (19.0%),potter's wheel (6.3%),stretcher (4.9%),SAFE
02:07:14,neck brace (21.5%),potter's wheel (5.9%),stretcher (5.4%),SAFE
02:07:15,neck brace (23.7%),stretcher (5.0%),oxygen mask (4.5%),SAFE
02:07:15,neck brace (29.5%),stretcher (11.1%),oxygen mask (6.1%),SAFE
02:07:15,potter's wheel (23.3%),"shoe shop, shoe-shop, shoe store (7.0%)",neck brace (5.0%),SAFE
02:07:15,potter's wheel (24.5%),"shoe shop, shoe-shop, shoe store (18.1%)",neck brace (3.3%),SAFE
02:07:16,"shoe shop, shoe-shop, shoe store (28.1%)",neck brace (9.9%),stretcher (4.4%),SAFE
02:07:16,"shoe shop, shoe-shop, shoe store (20.0%)",potter's wheel (14.4%),neck brace (5.3%),SAFE
02:07:16,potter's wheel (23.0%),"shoe shop, shoe-shop, shoe store (11.5%)",neck brace (3.6%),SAFE
02:07:16,potter's wheel (47.8%),"shoe shop, shoe-shop, shoe store (5.0%)",crutch (3.7%),SAFE
02:07:17,potter's wheel (24.9%),"shoe shop, shoe-shop, shoe store (13.0%)",neck brace (3.6%),SAFE
02:07:17,"shoe shop, shoe-shop, shoe store (39.2%)",potter's wheel (21.2%),"clog, geta, patten, sabot (2.7%)",SAFE
02:07:17,"shoe shop, shoe-shop, shoe store (28.1%)",potter's wheel (10.7%),neck brace (5.3%),SAFE
02:07:17,"shoe shop, shoe-shop, shoe store (23.1%)",neck brace (15.1%),potter's wheel (7.8%),SAFE
02:07:18,neck brace (21.9%),"shoe shop, shoe-shop, shoe store (20.0%)",potter's wheel (6.0%),SAFE
02:07:18,potter's wheel (14.9%),neck brace (12.3%),"shoe shop, shoe-shop, shoe store (7.3%)",SAFE
02:07:18,neck brace (13.6%),potter's wheel (11.6%),"shoe shop, shoe-shop, shoe store (5.4%)",SAFE
02:07:18,neck brace (11.5%),potter's wheel (7.8%),"shoe shop, shoe-shop, shoe store (7.3%)",SAFE
02:07:19,potter's wheel (8.2%),neck brace (6.4%),"diaper, nappy, napkin (3.7%)",SAFE
02:07:19,potter's wheel (10.2%),"shoe shop, shoe-shop, shoe store (4.2%)",neck brace (4.2%),SAFE
02:07:19,potter's wheel (12.3%),"shoe shop, shoe-shop, shoe store (5.0%)",neck brace (4.1%),SAFE
02:07:20,potter's wheel (11.4%),neck brace (4.8%),"shoe shop, shoe-shop, shoe store (4.6%)",SAFE
02:07:20,potter's wheel (8.7%),neck brace (6.6%),"shoe shop, shoe-shop, shoe store (5.7%)",SAFE
02:07:20,potter's wheel (10.8%),"shoe shop, shoe-shop, shoe store (9.7%)",neck brace (4.6%),SAFE
02:07:20,potter's wheel (9.5%),neck brace (6.0%),stretcher (4.2%),SAFE
02:07:21,"shoe shop, shoe-shop, shoe store (11.7%)",potter's wheel (9.1%),neck brace (3.9%),SAFE
02:07:21,"shoe shop, shoe-shop, shoe store (9.9%)",potter's wheel (8.9%),neck brace (5.5%),SAFE
02:07:21,neck brace (9.5%),"shoe shop, shoe-shop, shoe store (8.0%)",potter's wheel (4.0%),SAFE
02:07:21,neck brace (12.0%),"shoe shop, shoe-shop, shoe store (8.4%)",potter's wheel (4.2%),SAFE
02:07:22,neck brace (18.2%),"shoe shop, shoe-shop, shoe store (5.5%)",stretcher (5.3%),SAFE
02:07:22,neck brace (22.3%),stretcher (7.1%),"shoe shop, shoe-shop, shoe store (4.6%)",SAFE
02:07:22,neck brace (18.1%),stretcher (8.0%),"shoe shop, shoe-shop, shoe store (6.2%)",SAFE
02:07:23,neck brace (20.4%),"shoe shop, shoe-shop, shoe store (7.8%)",stretcher (7.1%),SAFE
02:07:23,neck brace (20.6%),stretcher (7.3%),"shoe shop, shoe-shop, shoe store (5.8%)",SAFE
02:07:23,neck brace (18.5%),stretcher (8.2%),"shoe shop, shoe-shop, shoe store (6.0%)",SAFE
02:07:23,neck brace (16.0%),potter's wheel (7.2%),stretcher (6.5%),SAFE
02:07:24,neck brace (18.9%),stretcher (10.2%),potter's wheel (7.0%),SAFE
02:07:24,neck brace (18.8%),stretcher (9.7%),potter's wheel (6.6%),SAFE
02:07:24,neck brace (22.4%),stretcher (9.5%),potter's wheel (6.5%),SAFE
02:07:24,neck brace (27.7%),stretcher (9.7%),"shoe shop, shoe-shop, shoe store (5.3%)",SAFE
02:07:25,neck brace (22.1%),stretcher (12.4%),potter's wheel (6.3%),SAFE
02:07:25,neck brace (23.0%),stretcher (7.8%),potter's wheel (7.0%),SAFE
02:07:25,neck brace (23.9%),stretcher (12.3%),potter's wheel (6.9%),SAFE
02:07:26,neck brace (19.6%),stretcher (11.9%),potter's wheel (7.5%),SAFE
02:07:26,potter's wheel (14.9%),"shoe shop, shoe-shop, shoe store (14.7%)",neck brace (6.0%),SAFE
02:07:26,potter's wheel (39.8%),"shoe shop, shoe-shop, shoe store (5.3%)","iron, smoothing iron (4.3%)",SAFE
02:07:26,potter's wheel (14.7%),"shoe shop, shoe-shop, shoe store (7.9%)",neck brace (2.4%),SAFE
02:11:25,potter's wheel (40.7%),"shoe shop, shoe-shop, shoe store (11.1%)",neck brace (2.5%),SAFE
02:11:26,"shoe shop, shoe-shop, shoe store (13.4%)",potter's wheel (13.1%),neck brace (6.4%),SAFE
02:11:26,potter's wheel (29.8%),"shoe shop, shoe-shop, shoe store (5.2%)",neck brace (4.5%),SAFE
02:11:26,potter's wheel (41.1%),"shoe shop, shoe-shop, shoe store (4.4%)",neck brace (3.1%),SAFE
02:11:26,potter's wheel (36.3%),"shoe shop, shoe-shop, shoe store (6.7%)",neck brace (2.8%),SAFE
02:11:27,potter's wheel (63.6%),"shoe shop, shoe-shop, shoe store (2.2%)","iron, smoothing iron (2.2%)",SAFE
02:11:27,potter's wheel (70.7%),"iron, smoothing iron (1.8%)","shoe shop, shoe-shop, shoe store (1.6%)",SAFE
02:11:27,potter's wheel (70.9%),"iron, smoothing iron (2.0%)","shoe shop, shoe-shop, shoe store (1.3%)",SAFE
02:11:28,potter's wheel (70.3%),"shoe shop, shoe-shop, shoe store (1.4%)","iron, smoothing iron (1.3%)",SAFE
02:11:28,potter's wheel (80.0%),"shoe shop, shoe-shop, shoe store (1.1%)","iron, smoothing iron (0.9%)",SAFE
02:11:28,potter's wheel (74.0%),"shoe shop, shoe-shop, shoe store (1.4%)","iron, smoothing iron (0.9%)",SAFE
02:15:20,
02:15:20,
02:15:20,
02:15:21,
02:15:21,
02:15:21,
02:15:21,
02:15:22,
02:15:22,
02:15:22,
02:15:22,
02:15:23,
02:15:23,
02:15:23,
02:15:24,
02:15:24,
02:15:24,
02:15:24,
02:15:25,
02:15:25,
02:15:25,
02:15:25,
02:15:26,
02:15:26,
02:15:26,
02:15:26,
02:15:27,
02:15:27,
02:15:27,
02:15:27,
02:15:28,
02:15:28,
02:15:28,
02:15:28,
02:15:29,
02:15:29,
02:15:29,
02:15:29,
02:15:30,
02:15:30,
02:15:30,
02:17:11,
02:17:11,
02:17:11,
02:17:12,
02:17:12,
02:17:12,
02:17:13,
02:17:13,
02:17:13,
02:17:13,
02:17:35,"neck brace (6.1%); Band Aid (6.1%); prayer rug, prayer mat (4.7%)"
02:17:35,Band Aid (10.2%); neck brace (4.8%); shower cap (3.9%)
02:17:36,"ice lolly, lolly, lollipop, popsicle (46.0%); Band Aid (4.5%); maraca (4.1%)"
02:17:36,"ice lolly, lolly, lollipop, popsicle (47.7%); ice cream, icecream (4.5%); Granny Smith (2.8%)"
02:17:36,Band Aid (14.9%); potter's wheel (6.5%); shower cap (4.8%)
