Time,Detected Labels,Status,Snapshot
01:25:43,"potter's wheel (7.2%); cleaver, meat cleaver, chopper (5.5%); Mexican hairless (4.3%)",SAFE,N/A
01:25:44,"cleaver, meat cleaver, chopper (78.9%); scabbard (4.5%); hatchet (1.5%)",SAFE,N/A
01:25:44,"cleaver, meat cleaver, chopper (59.6%); scabbard (9.6%); shoe shop, shoe-shop, shoe store (3.1%)",SAFE,N/A
01:25:44,"cleaver, meat cleaver, chopper (86.5%); scabbard (3.5%); letter opener, paper knife, paperknife (0.6%)",SAFE,N/A
01:25:45,"cleaver, meat cleaver, chopper (85.7%); scabbard (2.8%); letter opener, paper knife, paperknife (2.1%)",SAFE,N/A
01:25:45,"cleaver, meat cleaver, chopper (45.9%); potter's wheel (7.5%); letter opener, paper knife, paperknife (4.0%)",SAFE,N/A
01:25:45,"cleaver, meat cleaver, chopper (59.7%); potter's wheel (4.6%); letter opener, paper knife, paperknife (4.5%)",SAFE,N/A
01:25:45,"cleaver, meat cleaver, chopper (56.6%); potter's wheel (4.7%); letter opener, paper knife, paperknife (4.5%)",SAFE,N/A
01:25:46,"cleaver, meat cleaver, chopper (75.3%); scabbard (3.3%); letter opener, paper knife, paperknife (2.7%)",SAFE,N/A
01:25:46,"cleaver, meat cleaver, chopper (88.9%); letter opener, paper knife, paperknife (2.4%); scabbard (1.3%)",SAFE,N/A
01:25:46,"cleaver, meat cleaver, chopper (78.0%); letter opener, paper knife, paperknife (4.9%); scabbard (4.1%)",SAFE,N/A
01:25:47,"cleaver, meat cleaver, chopper (68.0%); scabbard (8.5%); letter opener, paper knife, paperknife (6.9%)",SAFE,N/A
01:25:47,"cleaver, meat cleaver, chopper (60.5%); scabbard (8.0%); letter opener, paper knife, paperknife (6.6%)",SAFE,N/A
01:25:47,"cleaver, meat cleaver, chopper (75.7%); letter opener, paper knife, paperknife (5.5%); scabbard (5.1%)",SAFE,N/A
01:25:48,"cleaver, meat cleaver, chopper (63.5%); letter opener, paper knife, paperknife (11.4%); scabbard (6.1%)",SAFE,N/A
01:25:48,"cleaver, meat cleaver, chopper (61.8%); letter opener, paper knife, paperknife (11.5%); scabbard (6.6%)",SAFE,N/A
01:25:48,"cleaver, meat cleaver, chopper (71.9%); letter opener, paper knife, paperknife (11.2%); scabbard (5.9%)",SAFE,N/A
01:25:48,"cleaver, meat cleaver, chopper (82.7%); letter opener, paper knife, paperknife (5.5%); scabbard (1.5%)",SAFE,N/A
01:25:49,"cleaver, meat cleaver, chopper (43.7%); letter opener, paper knife, paperknife (6.1%); scabbard (5.3%)",SAFE,N/A
01:29:43,"potter's wheel (31.7%); steel drum (3.4%); marimba, xylophone (3.0%)",SAFE,N/A
01:29:43,"potter's wheel (57.0%); Indian cobra, Naja naja (3.1%); ocarina, sweet potato (1.3%)",SAFE,N/A
01:29:43,"potter's wheel (16.7%); Indian cobra, Naja naja (12.3%); steel drum (3.2%)",SAFE,N/A
01:29:44,"maraca (20.2%); steel drum (8.7%); gong, tam-tam (5.3%)",SAFE,N/A
01:29:44,"potter's wheel (33.2%); marimba, xylophone (6.1%); maraca (3.3%)",SAFE,N/A
01:29:44,"steel drum (37.4%); marimba, xylophone (5.7%); gong, tam-tam (4.2%)",SAFE,N/A
01:29:45,"steel drum (34.7%); marimba, xylophone (7.7%); gong, tam-tam (5.1%)",SAFE,N/A
01:29:45,"steel drum (32.7%); potter's wheel (14.7%); gong, tam-tam (4.7%)",SAFE,N/A
01:29:45,"jersey, T-shirt, tee shirt (8.4%); maraca (6.1%); steel drum (3.9%)",SAFE,N/A
01:29:45,"maraca (11.0%); steel drum (7.8%); jersey, T-shirt, tee shirt (5.4%)",SAFE,N/A
01:29:46,steel drum (21.1%); maraca (17.8%); drumstick (10.0%),SAFE,N/A
01:29:46,"maraca (87.9%); drumstick (2.6%); marimba, xylophone (1.8%)",SAFE,N/A
01:29:46,"maraca (27.0%); nipple (4.8%); jersey, T-shirt, tee shirt (4.7%)",SAFE,N/A
01:29:47,"potter's wheel (25.3%); steel drum (19.2%); marimba, xylophone (8.0%)",SAFE,N/A
01:29:47,maraca (32.0%); potter's wheel (28.2%); steel drum (13.0%),SAFE,N/A
01:29:47,"potter's wheel (15.8%); Indian cobra, Naja naja (5.0%); maraca (4.3%)",SAFE,N/A
01:29:48,"ice cream, icecream (29.7%); trifle (14.7%); chocolate sauce, chocolate syrup (11.6%)",SAFE,N/A
01:29:48,"ice cream, icecream (27.6%); trifle (10.0%); chocolate sauce, chocolate syrup (4.9%)",SAFE,N/A
01:29:48,"ice cream, icecream (38.0%); trifle (10.3%); chocolate sauce, chocolate syrup (6.2%)",SAFE,N/A
01:29:48,"ice cream, icecream (43.2%); trifle (7.2%); chocolate sauce, chocolate syrup (5.2%)",SAFE,N/A
01:29:49,"ice cream, icecream (40.3%); trifle (7.8%); chocolate sauce, chocolate syrup (5.8%)",SAFE,N/A
01:29:49,"potter's wheel (9.7%); ice cream, icecream (8.7%); Indian cobra, Naja naja (7.3%)",SAFE,N/A
01:29:49,"potter's wheel (19.6%); Indian cobra, Naja naja (17.2%); shoe shop, shoe-shop, shoe store (3.6%)",SAFE,N/A
01:29:50,"potter's wheel (15.2%); Indian cobra, Naja naja (5.4%); maraca (4.1%)",SAFE,N/A
01:29:50,"potter's wheel (18.4%); Indian cobra, Naja naja (17.7%); polecat, fitch, foulmart, foumart, Mustela putorius (2.0%)",SAFE,N/A
01:29:50,"potter's wheel (29.6%); Indian cobra, Naja naja (5.5%); maraca (3.8%)",SAFE,N/A
01:29:51,"potter's wheel (34.1%); Indian cobra, Naja naja (8.2%); abaya (3.8%)",SAFE,N/A
01:29:51,potter's wheel (18.3%); maraca (6.1%); nipple (5.4%),SAFE,N/A
01:29:51,"candle, taper, wax light (6.0%); potter's wheel (6.0%); shoe shop, shoe-shop, shoe store (5.8%)",SAFE,N/A
01:29:51,"maraca (8.9%); candle, taper, wax light (4.4%); steel drum (4.3%)",SAFE,N/A
01:29:52,"steel drum (3.6%); candle, taper, wax light (3.5%); plastic bag (2.6%)",SAFE,N/A
01:29:52,steel drum (3.4%); abaya (3.2%); plastic bag (2.8%),SAFE,N/A
01:29:52,"candle, taper, wax light (9.0%); maraca (6.4%); piggy bank, penny bank (3.1%)",SAFE,N/A
01:29:53,plastic bag (8.0%); maraca (7.5%); abaya (1.7%),SAFE,N/A
01:29:53,"cleaver, meat cleaver, chopper (68.2%); scabbard (13.3%); letter opener, paper knife, paperknife (5.1%)",SAFE,N/A
01:29:53,"cleaver, meat cleaver, chopper (79.7%); scabbard (8.6%); letter opener, paper knife, paperknife (4.0%)",SAFE,N/A
01:29:54,"cleaver, meat cleaver, chopper (26.3%); flute, transverse flute (14.9%); Injection (9.4%)",SAFE,N/A
01:29:54,"scabbard (83.4%); bow (5.3%); letter opener, paper knife, paperknife (4.2%)",SAFE,N/A
01:29:54,"scabbard (46.0%); letter opener, paper knife, paperknife (18.3%); cleaver, meat cleaver, chopper (7.2%)",SAFE,N/A
01:29:54,"scabbard (48.5%); cleaver, meat cleaver, chopper (21.4%); letter opener, paper knife, paperknife (15.8%)",SAFE,N/A
01:29:55,"scabbard (64.9%); cleaver, meat cleaver, chopper (16.6%); letter opener, paper knife, paperknife (5.9%)",SAFE,N/A
01:29:55,"scabbard (56.1%); cleaver, meat cleaver, chopper (5.9%); pole (4.3%)",SAFE,N/A
01:29:55,"scabbard (58.8%); cleaver, meat cleaver, chopper (15.3%); letter opener, paper knife, paperknife (3.6%)",SAFE,N/A
01:29:56,"scabbard (70.6%); cleaver, meat cleaver, chopper (9.8%); letter opener, paper knife, paperknife (5.2%)",SAFE,N/A
01:29:56,"scabbard (61.1%); cleaver, meat cleaver, chopper (10.1%); letter opener, paper knife, paperknife (7.5%)",SAFE,N/A
01:29:56,"scabbard (61.4%); cleaver, meat cleaver, chopper (10.0%); letter opener, paper knife, paperknife (8.8%)",SAFE,N/A
01:29:57,"scabbard (42.3%); letter opener, paper knife, paperknife (7.7%); cleaver, meat cleaver, chopper (7.5%)",SAFE,N/A
01:29:57,"scabbard (56.5%); letter opener, paper knife, paperknife (9.5%); cleaver, meat cleaver, chopper (9.0%)",SAFE,N/A
01:29:57,"scabbard (58.1%); cleaver, meat cleaver, chopper (9.6%); letter opener, paper knife, paperknife (8.1%)",SAFE,N/A
01:29:57,"scabbard (60.6%); letter opener, paper knife, paperknife (8.2%); cleaver, meat cleaver, chopper (3.5%)",SAFE,N/A
01:29:58,"scabbard (65.8%); letter opener, paper knife, paperknife (7.5%); cleaver, meat cleaver, chopper (3.6%)",SAFE,N/A
01:29:58,"scabbard (51.2%); pole (8.6%); letter opener, paper knife, paperknife (5.4%)",SAFE,N/A
01:29:58,"scabbard (29.0%); drumstick (9.3%); letter opener, paper knife, paperknife (5.6%)",SAFE,N/A
01:29:59,"scabbard (30.2%); cleaver, meat cleaver, chopper (6.3%); torch (5.8%)",SAFE,N/A
01:29:59,"scabbard (8.8%); pool table, billiard table, snooker table (8.1%); parallel bars, bars (7.5%)",SAFE,N/A
01:29:59,"scabbard (33.4%); letter opener, paper knife, paperknife (8.6%); pole (6.8%)",SAFE,N/A
01:30:00,"scabbard (42.4%); letter opener, paper knife, paperknife (8.7%); pole (7.3%)",SAFE,N/A
01:30:00,"scabbard (48.8%); letter opener, paper knife, paperknife (13.8%); pole (2.8%)",SAFE,N/A
01:30:00,"scabbard (34.0%); pole (8.2%); letter opener, paper knife, paperknife (6.9%)",SAFE,N/A
01:30:00,"scabbard (34.0%); pole (7.4%); letter opener, paper knife, paperknife (7.4%)",SAFE,N/A
01:30:01,"scabbard (34.7%); cleaver, meat cleaver, chopper (6.8%); pole (6.3%)",SAFE,N/A
01:30:01,"scabbard (28.3%); cleaver, meat cleaver, chopper (9.6%); pole (6.1%)",SAFE,N/A
01:30:01,"cleaver, meat cleaver, chopper (30.7%); scabbard (13.6%); letter opener, paper knife, paperknife (4.1%)",SAFE,N/A
01:30:02,"scabbard (19.2%); pole (17.4%); cleaver, meat cleaver, chopper (8.4%)",SAFE,N/A
01:30:02,"pole (13.0%); scabbard (10.5%); plunger, plumber's helper (3.2%)",SAFE,N/A
01:30:02,"pole (10.8%); flute, transverse flute (5.6%); potter's wheel (3.8%)",SAFE,N/A
01:30:02,"scabbard (8.8%); cleaver, meat cleaver, chopper (5.6%); maraca (5.0%)",SAFE,N/A
01:30:03,"ballplayer, baseball player (17.7%); pole (8.1%); racket, racquet (7.7%)",SAFE,N/A
01:31:27,"steel drum (8.0%); potter's wheel (2.8%); candle, taper, wax light (2.3%)",SAFE,N/A
01:31:28,"candle, taper, wax light (7.4%); potter's wheel (7.1%); maraca (3.7%)",SAFE,N/A
01:31:28,"maraca (30.1%); ocarina, sweet potato (5.5%); steel drum (5.3%)",SAFE,N/A
01:31:28,"abaya (16.5%); candle, taper, wax light (5.5%); matchstick (3.2%)",SAFE,N/A
01:31:29,abaya (55.2%); ski mask (1.3%); matchstick (1.3%),SAFE,N/A
01:31:29,"abaya (20.3%); candle, taper, wax light (4.1%); matchstick (2.5%)",SAFE,N/A
01:31:29,"candle, taper, wax light (44.4%); trifle (3.9%); ice cream, icecream (3.6%)",SAFE,N/A
01:31:30,"candle, taper, wax light (20.8%); ice cream, icecream (11.4%); chocolate sauce, chocolate syrup (3.6%)",SAFE,N/A
01:31:30,"candle, taper, wax light (38.6%); ice cream, icecream (3.8%); bakery, bakeshop, bakehouse (3.4%)",SAFE,N/A
01:31:30,"abaya (7.1%); candle, taper, wax light (6.8%); trifle (2.9%)",SAFE,N/A
01:31:30,"abaya (32.2%); candle, taper, wax light (3.2%); potter's wheel (2.2%)",SAFE,N/A
01:31:31,"abaya (46.4%); candle, taper, wax light (2.1%); maraca (1.9%)",SAFE,N/A
01:31:31,steel drum (13.2%); potter's wheel (3.9%); maraca (3.0%),SAFE,N/A
01:31:31,"steel drum (18.4%); potter's wheel (4.4%); drum, membranophone, tympan (3.4%)",SAFE,N/A
01:31:32,"steel drum (30.3%); potter's wheel (4.5%); drum, membranophone, tympan (4.1%)",SAFE,N/A
01:31:32,"steel drum (32.1%); potter's wheel (3.7%); drum, membranophone, tympan (3.4%)",SAFE,N/A
01:31:32,"steel drum (9.8%); candle, taper, wax light (3.9%); abaya (3.8%)",SAFE,N/A
01:31:32,"candle, taper, wax light (10.9%); matchstick (1.7%); Indian cobra, Naja naja (1.6%)",SAFE,N/A
01:31:33,"candle, taper, wax light (33.0%); matchstick (6.6%); iron, smoothing iron (1.3%)",SAFE,N/A
10:41:20,"cleaver, meat cleaver, chopper (79.6%); iron, smoothing iron (12.4%); scabbard (1.7%)",SAFE,N/A
10:41:20,"racket, racquet (13.7%); drumstick (11.1%); hammer (7.4%)",SAFE,N/A
10:41:20,"chain saw, chainsaw (11.1%); scabbard (11.0%); cleaver, meat cleaver, chopper (7.5%)",SAFE,N/A
10:41:21,"chain saw, chainsaw (11.2%); scabbard (7.3%); Injection (7.1%)",SAFE,N/A
10:41:21,"scabbard (17.3%); chain saw, chainsaw (12.1%); cleaver, meat cleaver, chopper (10.4%)",SAFE,N/A
10:41:21,"letter opener, paper knife, paperknife (15.9%); cleaver, meat cleaver, chopper (14.0%); scabbard (8.6%)",SAFE,N/A
10:41:21,"cleaver, meat cleaver, chopper (23.4%); letter opener, paper knife, paperknife (18.3%); scabbard (16.3%)",SAFE,N/A
10:41:22,"scabbard (44.7%); cleaver, meat cleaver, chopper (24.3%); letter opener, paper knife, paperknife (13.1%)",SAFE,N/A
10:41:22,"chain saw, chainsaw (27.8%); scabbard (20.1%); letter opener, paper knife, paperknife (8.6%)",SAFE,N/A
10:41:22,"cleaver, meat cleaver, chopper (36.4%); scabbard (26.5%); letter opener, paper knife, paperknife (13.3%)",SAFE,N/A
10:41:23,"cleaver, meat cleaver, chopper (67.5%); scabbard (9.4%); letter opener, paper knife, paperknife (7.4%)",SAFE,N/A
10:41:23,"cleaver, meat cleaver, chopper (73.3%); scabbard (12.5%); letter opener, paper knife, paperknife (3.3%)",SAFE,N/A
10:41:23,"cleaver, meat cleaver, chopper (90.5%); scabbard (2.1%); letter opener, paper knife, paperknife (1.7%)",SAFE,N/A
10:41:24,"cleaver, meat cleaver, chopper (75.1%); letter opener, paper knife, paperknife (12.1%); scabbard (3.2%)",SAFE,N/A
10:41:24,"cleaver, meat cleaver, chopper (80.8%); Injection (3.7%); scabbard (2.1%)",SAFE,N/A
10:41:24,"letter opener, paper knife, paperknife (32.4%); cleaver, meat cleaver, chopper (28.0%); quill, quill pen (11.8%)",SAFE,N/A
10:41:24,"cleaver, meat cleaver, chopper (35.6%); chain saw, chainsaw (29.2%); scabbard (6.7%)",SAFE,N/A
10:41:25,"cleaver, meat cleaver, chopper (51.2%); chain saw, chainsaw (9.1%); letter opener, paper knife, paperknife (8.8%)",SAFE,N/A
10:41:25,"cleaver, meat cleaver, chopper (16.3%); letter opener, paper knife, paperknife (9.3%); scabbard (7.8%)",SAFE,N/A
10:41:25,"cleaver, meat cleaver, chopper (34.7%); letter opener, paper knife, paperknife (14.5%); scabbard (10.4%)",SAFE,N/A
10:41:26,"cleaver, meat cleaver, chopper (39.4%); scabbard (8.5%); letter opener, paper knife, paperknife (8.5%)",SAFE,N/A
10:41:26,"cleaver, meat cleaver, chopper (42.3%); letter opener, paper knife, paperknife (14.8%); scabbard (11.9%)",SAFE,N/A
10:41:26,"cleaver, meat cleaver, chopper (29.4%); letter opener, paper knife, paperknife (22.5%); scabbard (15.8%)",SAFE,N/A
10:41:27,"cleaver, meat cleaver, chopper (25.9%); scabbard (20.9%); letter opener, paper knife, paperknife (15.6%)",SAFE,N/A
10:41:27,"cleaver, meat cleaver, chopper (25.5%); letter opener, paper knife, paperknife (16.3%); scabbard (9.4%)",SAFE,N/A
10:41:27,"cleaver, meat cleaver, chopper (28.8%); letter opener, paper knife, paperknife (15.9%); scabbard (8.0%)",SAFE,N/A
10:41:27,"cleaver, meat cleaver, chopper (24.7%); letter opener, paper knife, paperknife (17.8%); scabbard (7.5%)",SAFE,N/A
10:41:28,"cleaver, meat cleaver, chopper (25.2%); letter opener, paper knife, paperknife (17.3%); scabbard (8.5%)",SAFE,N/A
10:41:28,"cleaver, meat cleaver, chopper (24.0%); letter opener, paper knife, paperknife (19.6%); scabbard (8.4%)",SAFE,N/A
10:41:28,"cleaver, meat cleaver, chopper (20.7%); letter opener, paper knife, paperknife (17.4%); scabbard (8.3%)",SAFE,N/A
10:41:29,"cleaver, meat cleaver, chopper (21.3%); letter opener, paper knife, paperknife (20.1%); scabbard (9.2%)",SAFE,N/A
10:41:29,"cleaver, meat cleaver, chopper (23.2%); letter opener, paper knife, paperknife (18.5%); scabbard (9.6%)",SAFE,N/A
10:41:29,"cleaver, meat cleaver, chopper (21.8%); letter opener, paper knife, paperknife (18.4%); scabbard (8.5%)",SAFE,N/A
10:41:30,"cleaver, meat cleaver, chopper (23.5%); letter opener, paper knife, paperknife (18.1%); scabbard (10.0%)",SAFE,N/A
10:41:30,"cleaver, meat cleaver, chopper (23.4%); letter opener, paper knife, paperknife (19.1%); scabbard (8.5%)",SAFE,N/A
10:41:30,"cleaver, meat cleaver, chopper (28.8%); letter opener, paper knife, paperknife (18.7%); scabbard (10.1%)",SAFE,N/A
10:41:30,"cleaver, meat cleaver, chopper (34.1%); letter opener, paper knife, paperknife (15.3%); scabbard (8.0%)",SAFE,N/A
10:41:31,"cleaver, meat cleaver, chopper (31.3%); letter opener, paper knife, paperknife (11.8%); scabbard (8.5%)",SAFE,N/A
10:41:31,"cleaver, meat cleaver, chopper (30.4%); letter opener, paper knife, paperknife (15.7%); scabbard (9.5%)",SAFE,N/A
10:41:31,"Injection (83.3%); cleaver, meat cleaver, chopper (2.3%); scabbard (1.4%)",SAFE,N/A
10:41:32,Injection (22.7%); screwdriver (5.8%); power drill (3.2%),SAFE,N/A
10:41:32,"maraca (14.9%); drumstick (7.9%); prison, prison house (4.5%)",SAFE,N/A
10:41:32,drumstick (15.7%); maraca (9.1%); Injection (8.5%),SAFE,N/A
10:41:32,"maraca (7.1%); prison, prison house (4.3%); potter's wheel (3.0%)",SAFE,N/A
10:41:33,"prison, prison house (8.6%); maraca (6.2%); neck brace (2.7%)",SAFE,N/A
10:41:33,"maraca (4.1%); punching bag, punch bag, punching ball, punchball (3.1%); drum, membranophone, tympan (3.1%)",SAFE,N/A
10:41:33,"revolver, six-gun, six-shooter (14.7%); maraca (10.1%); electric guitar (4.0%)",SAFE,N/A
10:41:34,"revolver, six-gun, six-shooter (53.7%); screwdriver (2.3%); power drill (2.2%)",SAFE,N/A
10:41:34,"revolver, six-gun, six-shooter (37.6%); rifle (3.4%); maraca (2.5%)",ALERT,alert_20250415_104134_1.jpg
10:41:34,"revolver, six-gun, six-shooter (29.7%); screwdriver (3.3%); power drill (2.9%)",SAFE,N/A
10:41:35,"revolver, six-gun, six-shooter (15.0%); screwdriver (4.3%); Injection (3.1%)",SAFE,N/A
10:41:35,"revolver, six-gun, six-shooter (14.4%); screwdriver (4.0%); prison, prison house (3.4%)",SAFE,N/A
10:41:35,"revolver, six-gun, six-shooter (32.6%); screwdriver (4.0%); rifle (3.8%)",ALERT,alert_20250415_104135_2.jpg
10:41:35,"revolver, six-gun, six-shooter (7.8%); screwdriver (7.5%); Injection (5.5%)",SAFE,N/A
10:41:36,maraca (8.6%); swing (4.2%); drumstick (3.7%),SAFE,N/A
10:41:36,"drumstick (11.8%); cleaver, meat cleaver, chopper (5.4%); Injection (5.0%)",SAFE,N/A
10:41:36,"cleaver, meat cleaver, chopper (10.5%); Injection (9.6%); drumstick (5.8%)",SAFE,N/A
10:41:37,"Injection (7.6%); cleaver, meat cleaver, chopper (6.8%); revolver, six-gun, six-shooter (5.1%)",SAFE,N/A
10:41:37,"cleaver, meat cleaver, chopper (10.7%); Injection (8.7%); drumstick (6.1%)",SAFE,N/A
10:41:37,"drumstick (14.6%); Injection (4.3%); cleaver, meat cleaver, chopper (3.5%)",SAFE,N/A
10:41:38,"cleaver, meat cleaver, chopper (11.6%); drumstick (3.0%); Weimaraner (2.9%)",SAFE,N/A
10:41:38,"cleaver, meat cleaver, chopper (20.9%); potter's wheel (5.2%); chain saw, chainsaw (2.6%)",SAFE,N/A
10:41:38,nipple (16.5%); oxygen mask (10.6%); Injection (5.4%),SAFE,N/A
10:41:38,"drumstick (6.0%); oxygen mask (5.8%); drum, membranophone, tympan (5.5%)",SAFE,N/A
10:41:39,maraca (8.9%); oxygen mask (8.3%); nipple (7.6%),SAFE,N/A
10:43:24,"sturgeon (33.5%); barracouta, snoek (12.8%); eel (9.2%)",SAFE,N/A
10:43:24,"eel (8.8%); barracouta, snoek (7.5%); cucumber, cuke (6.3%)",SAFE,N/A
10:43:25,"jersey, T-shirt, tee shirt (31.9%); maraca (5.6%); nipple (2.3%)",SAFE,N/A
10:43:25,"maraca (28.3%); nipple (9.5%); ice lolly, lolly, lollipop, popsicle (3.1%)",SAFE,N/A
10:43:25,"potter's wheel (15.9%); maraca (10.2%); Indian cobra, Naja naja (2.9%)",SAFE,N/A
10:43:26,"ice lolly, lolly, lollipop, popsicle (26.8%); nipple (15.6%); maraca (11.1%)",SAFE,N/A
10:43:26,"ice lolly, lolly, lollipop, popsicle (9.0%); cleaver, meat cleaver, chopper (5.7%); hair spray (5.6%)",SAFE,N/A
10:43:26,"torch (41.7%); lighter, light, igniter, ignitor (15.3%); hair spray (3.7%)",SAFE,N/A
10:43:27,"cleaver, meat cleaver, chopper (45.2%); Injection (9.7%); drumstick (3.1%)",SAFE,N/A
10:43:27,"Injection (47.5%); cleaver, meat cleaver, chopper (21.7%); screwdriver (11.7%)",SAFE,N/A
10:43:27,"Injection (96.6%); screwdriver (0.5%); cleaver, meat cleaver, chopper (0.2%)",SAFE,N/A
10:43:27,"Injection (38.1%); cleaver, meat cleaver, chopper (35.1%); scabbard (3.0%)",SAFE,N/A
10:43:28,"Injection (61.4%); cleaver, meat cleaver, chopper (19.3%); letter opener, paper knife, paperknife (3.4%)",SAFE,N/A
10:43:28,"cleaver, meat cleaver, chopper (46.8%); Injection (28.4%); letter opener, paper knife, paperknife (4.9%)",SAFE,N/A
10:43:28,"Injection (46.8%); cleaver, meat cleaver, chopper (30.5%); letter opener, paper knife, paperknife (3.8%)",SAFE,N/A
10:43:29,"Injection (51.4%); cleaver, meat cleaver, chopper (17.2%); letter opener, paper knife, paperknife (6.6%)",SAFE,N/A
10:43:29,"Injection (39.9%); cleaver, meat cleaver, chopper (25.4%); letter opener, paper knife, paperknife (7.1%)",SAFE,N/A
10:43:29,"Injection (46.3%); cleaver, meat cleaver, chopper (17.9%); letter opener, paper knife, paperknife (7.5%)",SAFE,N/A
10:43:30,"Injection (28.8%); cleaver, meat cleaver, chopper (27.9%); letter opener, paper knife, paperknife (10.0%)",SAFE,N/A
10:43:30,"cleaver, meat cleaver, chopper (32.8%); Injection (30.3%); letter opener, paper knife, paperknife (8.9%)",SAFE,N/A
10:43:30,"cleaver, meat cleaver, chopper (35.6%); Injection (17.7%); letter opener, paper knife, paperknife (13.3%)",SAFE,N/A
10:43:30,"Injection (33.4%); cleaver, meat cleaver, chopper (24.5%); letter opener, paper knife, paperknife (11.5%)",SAFE,N/A
10:43:31,"Injection (38.5%); cleaver, meat cleaver, chopper (24.2%); letter opener, paper knife, paperknife (8.4%)",SAFE,N/A
10:43:31,"Injection (39.2%); cleaver, meat cleaver, chopper (21.8%); letter opener, paper knife, paperknife (8.4%)",SAFE,N/A
10:43:31,"Injection (41.5%); cleaver, meat cleaver, chopper (22.8%); letter opener, paper knife, paperknife (7.6%)",SAFE,N/A
10:43:32,"Injection (55.3%); cleaver, meat cleaver, chopper (13.7%); letter opener, paper knife, paperknife (5.4%)",SAFE,N/A
10:43:32,"Injection (39.8%); cleaver, meat cleaver, chopper (28.4%); letter opener, paper knife, paperknife (5.9%)",SAFE,N/A
10:43:32,"cleaver, meat cleaver, chopper (32.5%); Injection (30.5%); letter opener, paper knife, paperknife (8.0%)",SAFE,N/A
10:43:32,"Injection (32.2%); cleaver, meat cleaver, chopper (29.6%); letter opener, paper knife, paperknife (7.9%)",SAFE,N/A
10:43:33,"cleaver, meat cleaver, chopper (29.5%); Injection (29.3%); letter opener, paper knife, paperknife (8.5%)",SAFE,N/A
10:43:33,"Injection (33.2%); cleaver, meat cleaver, chopper (32.1%); letter opener, paper knife, paperknife (6.3%)",SAFE,N/A
10:43:33,"cleaver, meat cleaver, chopper (32.0%); Injection (31.6%); letter opener, paper knife, paperknife (6.8%)",SAFE,N/A
10:43:34,"Injection (36.4%); cleaver, meat cleaver, chopper (29.2%); letter opener, paper knife, paperknife (6.2%)",SAFE,N/A
10:43:34,"Injection (48.2%); cleaver, meat cleaver, chopper (29.0%); letter opener, paper knife, paperknife (2.8%)",SAFE,N/A
10:43:34,"cleaver, meat cleaver, chopper (79.6%); letter opener, paper knife, paperknife (5.1%); scabbard (4.5%)",SAFE,N/A
10:43:35,"Injection (22.9%); letter opener, paper knife, paperknife (20.3%); cleaver, meat cleaver, chopper (18.8%)",SAFE,N/A
10:43:35,"letter opener, paper knife, paperknife (29.0%); cleaver, meat cleaver, chopper (19.1%); Injection (14.5%)",SAFE,N/A
10:43:35,"Injection (38.9%); cleaver, meat cleaver, chopper (29.6%); letter opener, paper knife, paperknife (4.1%)",SAFE,N/A
10:43:35,"cleaver, meat cleaver, chopper (60.0%); letter opener, paper knife, paperknife (8.4%); Injection (7.4%)",SAFE,N/A
10:43:36,"Injection (93.0%); cleaver, meat cleaver, chopper (1.3%); screwdriver (0.9%)",SAFE,N/A
10:43:36,"cleaver, meat cleaver, chopper (36.0%); letter opener, paper knife, paperknife (11.6%); scabbard (7.9%)",SAFE,N/A
10:43:36,"cleaver, meat cleaver, chopper (14.9%); scabbard (9.3%); snorkel (8.8%)",SAFE,N/A
10:43:37,"cleaver, meat cleaver, chopper (11.1%); scabbard (9.2%); letter opener, paper knife, paperknife (8.2%)",SAFE,N/A
10:43:37,"cleaver, meat cleaver, chopper (14.6%); snorkel (8.8%); scabbard (8.0%)",SAFE,N/A
10:43:37,"snorkel (12.0%); cleaver, meat cleaver, chopper (10.7%); scabbard (7.9%)",SAFE,N/A
10:43:38,"cleaver, meat cleaver, chopper (15.7%); chain saw, chainsaw (13.0%); letter opener, paper knife, paperknife (9.8%)",SAFE,N/A
10:43:38,"cleaver, meat cleaver, chopper (19.7%); chain saw, chainsaw (9.8%); letter opener, paper knife, paperknife (9.4%)",SAFE,N/A
10:43:38,"cleaver, meat cleaver, chopper (24.9%); letter opener, paper knife, paperknife (9.6%); scabbard (7.3%)",SAFE,N/A
10:43:38,"cleaver, meat cleaver, chopper (13.0%); letter opener, paper knife, paperknife (10.5%); scabbard (8.9%)",SAFE,N/A
10:43:39,"cleaver, meat cleaver, chopper (12.5%); letter opener, paper knife, paperknife (9.6%); chain saw, chainsaw (7.8%)",SAFE,N/A
10:43:39,"cleaver, meat cleaver, chopper (15.7%); letter opener, paper knife, paperknife (9.5%); chain saw, chainsaw (7.4%)",SAFE,N/A
10:43:39,"cleaver, meat cleaver, chopper (16.8%); chain saw, chainsaw (8.5%); letter opener, paper knife, paperknife (7.9%)",SAFE,N/A
10:43:40,"cleaver, meat cleaver, chopper (20.5%); chain saw, chainsaw (10.5%); letter opener, paper knife, paperknife (7.7%)",SAFE,N/A
10:43:40,"cleaver, meat cleaver, chopper (20.8%); chain saw, chainsaw (12.4%); letter opener, paper knife, paperknife (9.1%)",SAFE,N/A
10:43:40,"cleaver, meat cleaver, chopper (19.0%); chain saw, chainsaw (15.9%); scabbard (9.2%)",SAFE,N/A
